workerId,status,Age,Education,Gender,AI.Knowledge,AI.Knowledge.2,judgment,agent,Response,experiment,outcome,modality
A3PRQ2GSU42718,inactive,Prefer not to say,high school,Prefer not to say,Neither familiar  nor unfamiliar,A little,Counterfactual,Driver,-100,ai_exp,negative,SensoryAI
A68J20100VW4W,active,Over 55,graduate,Female,Somewhat familiar,None,Counterfactual,Driver,100,ai_exp,negative,SensoryAI
ATIVK9XUANIUE,inactive,35 - 44,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,39,ai_exp,negative,LinguisticAI
A2SV6TAIJO32BX,active,45 - 54,undergraduate,Male,Somewhat familiar,None,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
A2TXZVXQU5FQZ9,inactive,35 - 44,undergraduate,Male,Somewhat unfamiliar,A little,Counterfactual,Driver,100,ai_exp,negative,SensoryAI
A3PRZRK9IC5CBI,inactive,45 - 54,high school,Male,Somewhat familiar,None,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
A1F2APQMJSQVFK,active,25 - 34,undergraduate,Female,Somewhat familiar,Moderate,Counterfactual,Driver,-57,ai_exp,negative,LinguisticAI
A1GCTKOPKUTW3G,inactive,25 - 34,undergraduate,Male,Somewhat unfamiliar,None,Counterfactual,Driver,33,ai_exp,negative,LinguisticAI
A3P7AXWF57BHNX,active,25 - 34,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,52,ai_exp,negative,LinguisticAI
A3EZ3BRM1C5WKV,active,35 - 44,high school,Male,Neither familiar  nor unfamiliar,None,Counterfactual,Driver,7,ai_exp,negative,SensoryAI
AEQ6KLNVTRKKR,active,35 - 44,high school,Male,Somewhat familiar,None,Counterfactual,Driver,60,ai_exp,negative,LinguisticAI
A16XDO6MW9ZKMI,inactive,25 - 34,undergraduate,Male,Neither familiar  nor unfamiliar,Significant,Counterfactual,Driver,32,ai_exp,negative,LinguisticAI
A1FYWSPNO7KN1O,inactive,35 - 44,graduate,Male,Somewhat familiar,Moderate,Counterfactual,Driver,61,ai_exp,negative,SensoryAI
A263Y9ZPYSSTB9,inactive,25 - 34,graduate,Female,Somewhat unfamiliar,A little,Counterfactual,Driver,9,ai_exp,negative,SensoryAI
A1BWK2S0TPQTTT,active,35 - 44,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,-45,ai_exp,negative,LinguisticAI
AIA7RZSAONU5M,inactive,35 - 44,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,59,ai_exp,negative,LinguisticAI
AOO39X8E3OJYY,active,35 - 44,high school,Male,Somewhat familiar,A little,Counterfactual,Driver,7,ai_exp,negative,SensoryAI
AJI76D4U5WGBZ,active,35 - 44,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,63,ai_exp,negative,LinguisticAI
A2T675UCHNTSSW,inactive,45 - 54,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,26,ai_exp,negative,LinguisticAI
A1LA6CIGBNDOH9,inactive,45 - 54,undergraduate,Male,Somewhat familiar,Extensive,Counterfactual,Driver,77,ai_exp,negative,SensoryAI
AMVBT3XDCQBHI,active,Over 55,high school,Male,Somewhat familiar,Moderate,Counterfactual,Driver,2,ai_exp,negative,SensoryAI
A3MD34XEB4H6JF,active,Over 55,undergraduate,Female,Somewhat familiar,A little,Counterfactual,Driver,-59,ai_exp,negative,LinguisticAI
A2MS1GQLGAX9FZ,active,18 - 24,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,6,ai_exp,negative,SensoryAI
A15T9HDPHV3X7Q,inactive,35 - 44,undergraduate,Male,Somewhat familiar,Moderate,Counterfactual,Driver,43,ai_exp,negative,SensoryAI
AMI0SOF51O3FW,inactive,35 - 44,high school,Male,Somewhat familiar,Moderate,Counterfactual,Driver,23,ai_exp,negative,LinguisticAI
ALYR5CI2SM2JC,active,25 - 34,high school,Male,Somewhat familiar,A little,Counterfactual,Driver,0,ai_exp,negative,LinguisticAI
A1P9ZZAW0TMNTR,inactive,25 - 34,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,61,ai_exp,negative,LinguisticAI
ADVCIFLB5A9B,inactive,Over 55,undergraduate,Female,Somewhat unfamiliar,None,Counterfactual,Driver,67,ai_exp,negative,SensoryAI
A31Z5TPD8QKE26,active,35 - 44,high school,Male,Somewhat familiar,Moderate,Counterfactual,Driver,87,ai_exp,negative,SensoryAI
A2H8HVANGF4A58,active,25 - 34,undergraduate,Male,Completely familiar,A little,Counterfactual,Driver,-26,ai_exp,negative,SensoryAI
A1ATL3G98SFW4V,active,25 - 34,undergraduate,Male,Neither familiar  nor unfamiliar,None,Counterfactual,Driver,28,ai_exp,negative,LinguisticAI
A1T9BJRS4IL8VQ,inactive,18 - 24,high school,Male,Completely familiar,Extensive,Counterfactual,Driver,99,ai_exp,negative,LinguisticAI
A2POU9TTW177VH,active,45 - 54,high school,Female,Somewhat familiar,None,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
A2S64AUN7JI7ZS,inactive,35 - 44,high school,Male,Somewhat familiar,None,Counterfactual,Driver,69,ai_exp,negative,LinguisticAI
A3JUPCWYN6N6H4,inactive,25 - 34,undergraduate,Male,Somewhat familiar,None,Counterfactual,Driver,48,ai_exp,negative,SensoryAI
A1U8RH67FLZW87,active,35 - 44,undergraduate,Male,Somewhat familiar,None,Counterfactual,Driver,17,ai_exp,negative,SensoryAI
A1CH3TODZNQCES,active,25 - 34,graduate,Male,Somewhat familiar,None,Counterfactual,Driver,72,ai_exp,negative,LinguisticAI
A24CG5BTB8KQ39,active,35 - 44,graduate,Female,Somewhat familiar,None,Counterfactual,Driver,35,ai_exp,negative,SensoryAI
A36QBKROJ4J9EJ,inactive,45 - 54,undergraduate,Male,Neither familiar  nor unfamiliar,Moderate,Counterfactual,Driver,100,ai_exp,negative,SensoryAI
A1WDKH2DYOYE8X,active,25 - 34,graduate,Male,Somewhat familiar,None,Counterfactual,Driver,-35,ai_exp,negative,LinguisticAI
A2W434UNNBRS4L,inactive,35 - 44,undergraduate,Male,Somewhat familiar,Extensive,Counterfactual,Driver,100,ai_exp,negative,SensoryAI
A3MF45BRXO6WQ6,active,25 - 34,graduate,Male,Somewhat familiar,None,Counterfactual,Driver,-36,ai_exp,negative,SensoryAI
A1EDN55K4IF2GD,inactive,Over 55,undergraduate,Male,Somewhat familiar,None,Counterfactual,Driver,62,ai_exp,negative,SensoryAI
ABQKQQ8BD24BF,inactive,Over 55,high school,Female,Somewhat familiar,None,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
AMOBC1D09Q381,active,35 - 44,high school,Male,Somewhat familiar,A little,Counterfactual,Driver,72,ai_exp,negative,LinguisticAI
AWNR2FOWI73GL,inactive,45 - 54,graduate,Female,Neither familiar  nor unfamiliar,A little,Counterfactual,Driver,57,ai_exp,negative,SensoryAI
AP9M4LGBH8FYM,inactive,Over 55,undergraduate,Female,Somewhat familiar,A little,Counterfactual,Driver,70,ai_exp,negative,LinguisticAI
A1S56RBP0Q3BT,active,Over 55,high school,Male,Somewhat familiar,Extensive,Counterfactual,Driver,52,ai_exp,negative,LinguisticAI
A2OO4PG3LBLP5I,active,25 - 34,high school,Male,Somewhat familiar,None,Counterfactual,Driver,2,ai_exp,negative,SensoryAI
A3H1R064820RXL,inactive,18 - 24,high school,Male,Somewhat familiar,Moderate,Counterfactual,Driver,69,ai_exp,negative,LinguisticAI
A3R8KKND7IBAZN,active,45 - 54,high school,Female,Somewhat familiar,None,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
A1E235KE3CSO7H,inactive,Over 55,undergraduate,Female,Somewhat familiar,A little,Counterfactual,Driver,2,ai_exp,negative,SensoryAI
A11KCJVVZDSOT0,active,35 - 44,undergraduate,Female,Neither familiar  nor unfamiliar,None,Counterfactual,Driver,100,ai_exp,negative,SensoryAI
ADKYBMRKXK815,inactive,25 - 34,undergraduate,Female,Somewhat familiar,A little,Counterfactual,Driver,64,ai_exp,negative,LinguisticAI
A25R2OI9L2Q1OW,inactive,45 - 54,undergraduate,Male,Somewhat familiar,None,Counterfactual,Driver,45,ai_exp,negative,LinguisticAI
A187VXD4ETY6M2,active,35 - 44,high school,Female,Somewhat familiar,Moderate,Counterfactual,Driver,28,ai_exp,negative,LinguisticAI
A13FTIHWW9GE8X,active,Over 55,graduate,Female,Neither familiar  nor unfamiliar,None,Counterfactual,Driver,45,ai_exp,negative,SensoryAI
A23YJXEE2AXR3Y,active,25 - 34,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,56,ai_exp,negative,LinguisticAI
A4158R4Y06ZB4,active,25 - 34,high school,Male,Neither familiar  nor unfamiliar,A little,Counterfactual,Driver,100,ai_exp,negative,SensoryAI
A1JM5XNB4NCZR6,inactive,Over 55,graduate,Male,Neither familiar  nor unfamiliar,A little,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
AQZF7SJCVT9GT,inactive,35 - 44,undergraduate,Female,Somewhat familiar,A little,Counterfactual,Driver,-86,ai_exp,negative,SensoryAI
A1DUPOUC9RNU4L,active,Over 55,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,-21,ai_exp,negative,LinguisticAI
AECV3VVANUKNO,inactive,45 - 54,graduate,Female,Neither familiar  nor unfamiliar,Significant,Counterfactual,Driver,-25,ai_exp,negative,SensoryAI
A3U21PUMQ6NGT2,active,35 - 44,high school,Female,Somewhat familiar,None,Counterfactual,Driver,17,ai_exp,negative,SensoryAI
A3F2W4HZRDKNW7,active,35 - 44,high school,Male,Neither familiar  nor unfamiliar,A little,Counterfactual,Driver,2,ai_exp,negative,SensoryAI
A19MNFI7HFHDP3,inactive,18 - 24,high school,Male,Somewhat familiar,None,Counterfactual,Driver,82,ai_exp,negative,SensoryAI
A1OKFYVJTEK4BI,inactive,Over 55,graduate,Male,Somewhat familiar,None,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
A3T9WZOUQGE2UW,inactive,35 - 44,undergraduate,Female,Neither familiar  nor unfamiliar,None,Counterfactual,Driver,34,ai_exp,negative,LinguisticAI
A36P1ZQ0GYF567,active,25 - 34,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,-1,ai_exp,negative,LinguisticAI
A3MJSYSWX0Q4WQ,active,Over 55,graduate,Female,Completely familiar,None,Counterfactual,Driver,37,ai_exp,negative,LinguisticAI
A3U0CSC7FMOQUN,active,45 - 54,graduate,Male,Somewhat familiar,A little,Counterfactual,Driver,2,ai_exp,negative,SensoryAI
A28NJTAES9CFQH,inactive,35 - 44,undergraduate,Male,Neither familiar  nor unfamiliar,A little,Counterfactual,Driver,0,ai_exp,negative,LinguisticAI
A2G7N0X0PNX0EE,inactive,35 - 44,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,69,ai_exp,negative,LinguisticAI
A3BG05WKEJH4M0,active,45 - 54,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,15,ai_exp,negative,SensoryAI
AWCCHHQYRFM49,active,35 - 44,high school,Male,Somewhat familiar,None,Counterfactual,Driver,34,ai_exp,negative,LinguisticAI
A38IZLCH8VYVFK,inactive,45 - 54,graduate,Male,Somewhat unfamiliar,None,Counterfactual,Driver,73,ai_exp,negative,LinguisticAI
A25FH7PXC446RG,active,Over 55,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,36,ai_exp,negative,LinguisticAI
AUU3FYNZXKENO,inactive,45 - 54,undergraduate,Female,Completely familiar,Moderate,Counterfactual,Driver,100,ai_exp,negative,SensoryAI
A2683ZVNWI119A,active,25 - 34,undergraduate,Female,Somewhat familiar,A little,Counterfactual,Driver,-65,ai_exp,negative,SensoryAI
A2CWA5VQZ6IWMQ,active,35 - 44,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,49,ai_exp,negative,SensoryAI
A207IHY6GERCFO,inactive,35 - 44,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,55,ai_exp,negative,SensoryAI
A3K1P4SPR8XS7R,active,35 - 44,undergraduate,Female,Neither familiar  nor unfamiliar,None,Counterfactual,Driver,2,ai_exp,negative,LinguisticAI
A34U4186EW0B9X,active,45 - 54,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,16,ai_exp,negative,SensoryAI
A26WVAVVE1RM47,inactive,25 - 34,high school,Female,Somewhat familiar,Moderate,Counterfactual,Driver,35,ai_exp,negative,LinguisticAI
A2HRUFTA09371Y,active,25 - 34,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,-65,ai_exp,negative,LinguisticAI
A35O3H71CM4LVZ,inactive,35 - 44,high school,Male,Somewhat familiar,Moderate,Counterfactual,Driver,11,ai_exp,negative,SensoryAI
A60NQZ1KE5U8T,active,45 - 54,undergraduate,Male,Somewhat familiar,Moderate,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
ANO4UVU9I3OPY,inactive,Over 55,undergraduate,Female,Somewhat familiar,Significant,Counterfactual,Driver,72,ai_exp,negative,LinguisticAI
A1N8TKTLXV92QR,active,Over 55,graduate,Male,Somewhat familiar,Extensive,Counterfactual,Driver,60,ai_exp,negative,LinguisticAI
AI6U09NVOZ62B,inactive,25 - 34,high school,Female,Somewhat familiar,None,Counterfactual,Driver,-1,ai_exp,negative,LinguisticAI
A1KIL2V6SMJBGX,inactive,18 - 24,undergraduate,Female,Neither familiar  nor unfamiliar,Extensive,Counterfactual,Driver,53,ai_exp,negative,SensoryAI
ARI1EMAHUA9PO,inactive,35 - 44,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,34,ai_exp,negative,SensoryAI
A3LCMTWTP7JMPO,active,18 - 24,undergraduate,Male,Somewhat unfamiliar,A little,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
AKHKMEPXX1YZ9,inactive,Over 55,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,61,ai_exp,negative,LinguisticAI
A3EC3OP6U52JYC,active,25 - 34,undergraduate,Male,Somewhat familiar,None,Counterfactual,Driver,-64,ai_exp,negative,SensoryAI
A7ERZELTAMWL5,active,Over 55,graduate,Male,Somewhat familiar,Significant,Counterfactual,Driver,2,ai_exp,negative,LinguisticAI
A27PVIL93ZMY46,inactive,35 - 44,high school,Female,Somewhat familiar,None,Counterfactual,Driver,-25,ai_exp,negative,LinguisticAI
A1SHLWKA0UH1IS,active,Over 55,undergraduate,Female,Somewhat familiar,A little,Counterfactual,Driver,-29,ai_exp,negative,LinguisticAI
AAC75K1B67YG6,inactive,18 - 24,high school,Male,Somewhat familiar,A little,Counterfactual,Driver,83,ai_exp,negative,SensoryAI
A3VFA6HNMEXO9L,active,25 - 34,high school,Female,Somewhat familiar,A little,Counterfactual,Driver,15,ai_exp,negative,SensoryAI
A3B01L2TR8ZH4O,inactive,25 - 34,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,-23,ai_exp,negative,SensoryAI
ANO2O2CYMYSC,inactive,35 - 44,undergraduate,Male,Somewhat familiar,Moderate,Counterfactual,Driver,-71,ai_exp,negative,LinguisticAI
A3AY0315YWWNXY,active,25 - 34,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
A11YS0T8MV3Q7C,active,25 - 34,high school,Male,Completely familiar,A little,Counterfactual,Driver,34,ai_exp,negative,SensoryAI
A3I9743KVD971V,inactive,25 - 34,undergraduate,Male,Somewhat familiar,Significant,Counterfactual,Driver,100,ai_exp,negative,SensoryAI
A134Z0KUOMR8CW,inactive,Over 55,high school,Male,Somewhat familiar,A little,Counterfactual,Driver,84,ai_exp,negative,LinguisticAI
A1K4FKVCBTX1RN,active,25 - 34,undergraduate,Male,Somewhat familiar,Moderate,Counterfactual,Driver,-35,ai_exp,negative,SensoryAI
A2F1AA15HG0FRU,active,45 - 54,high school,Male,Somewhat familiar,A little,Counterfactual,Driver,72,ai_exp,negative,SensoryAI
A1M64R8HPYNNZA,active,35 - 44,undergraduate,Male,Somewhat familiar,Moderate,Counterfactual,Driver,-82,ai_exp,negative,LinguisticAI
A3KK5FKG3L0Q66,inactive,25 - 34,high school,Female,Somewhat familiar,None,Counterfactual,Driver,26,ai_exp,negative,SensoryAI
AA4O2W236E3FW,inactive,45 - 54,high school,Female,Somewhat familiar,None,Counterfactual,Driver,5,ai_exp,negative,LinguisticAI
A3OTBMKOEQ410P,active,25 - 34,high school,Male,Somewhat familiar,None,Counterfactual,Driver,50,ai_exp,negative,SensoryAI
AVD6HMIO1HLFI,active,25 - 34,high school,Male,Somewhat familiar,None,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
A2TDK0LD62WZ8Y,inactive,Over 55,undergraduate,Female,Somewhat familiar,A little,Counterfactual,Driver,68,ai_exp,negative,SensoryAI
A37XBH865833FE,inactive,25 - 34,high school,Male,Somewhat familiar,A little,Counterfactual,Driver,30,ai_exp,negative,LinguisticAI
A2GZNOA5CIVKUB,active,25 - 34,undergraduate,Female,Somewhat unfamiliar,A little,Counterfactual,Driver,61,ai_exp,negative,SensoryAI
A3APMO8WXVH1V0,inactive,25 - 34,undergraduate,Female,Somewhat familiar,A little,Counterfactual,Driver,24,ai_exp,negative,LinguisticAI
A2IC4IMH7G9UKU,inactive,25 - 34,undergraduate,Male,Somewhat unfamiliar,A little,Counterfactual,Driver,60,ai_exp,negative,SensoryAI
AJ1VMW9NT7287,active,35 - 44,graduate,Male,Somewhat familiar,A little,Counterfactual,Driver,93,ai_exp,negative,LinguisticAI
A2W121DQXNQK1,inactive,25 - 34,undergraduate,Other,Somewhat familiar,A little,Counterfactual,Driver,100,ai_exp,negative,SensoryAI
AKDZG54PT6YZ4,inactive,Prefer not to say,undergraduate,Prefer not to say,Somewhat familiar,A little,Counterfactual,Driver,44,ai_exp,negative,LinguisticAI
AUQ79MANVDU9B,active,25 - 34,undergraduate,Male,Somewhat familiar,Extensive,Counterfactual,Driver,10,ai_exp,negative,LinguisticAI
A2NZAL7KHOR6VF,active,35 - 44,undergraduate,Female,Somewhat familiar,None,Counterfactual,Driver,67,ai_exp,negative,SensoryAI
AXY0D2AMLKE2A,active,35 - 44,undergraduate,Male,Somewhat familiar,None,Counterfactual,Driver,100,ai_exp,negative,LinguisticAI
A3MNL6RIME0845,inactive,35 - 44,graduate,Male,Neither familiar  nor unfamiliar,Moderate,Counterfactual,Driver,-37,ai_exp,negative,LinguisticAI
A385F5ZBEV6GWD,inactive,25 - 34,high school,Female,Completely familiar,A little,Counterfactual,Driver,32,ai_exp,negative,SensoryAI
A1WTUFTRMUN5IR,inactive,25 - 34,high school,Male,Somewhat familiar,None,Counterfactual,Driver,73,ai_exp,negative,SensoryAI
A3FBASYQ8PGS0T,active,18 - 24,high school,Male,Somewhat familiar,A little,Counterfactual,Driver,16,ai_exp,negative,SensoryAI
AHKYVHP6591H8,active,25 - 34,undergraduate,Male,Somewhat familiar,A little,Counterfactual,Driver,62,ai_exp,negative,LinguisticAI
AMLE1FC3SQVL8,inactive,25 - 34,undergraduate,Male,Somewhat unfamiliar,None,Counterfactual,Driver,-35,ai_exp,negative,LinguisticAI
A2R0YYUAWNT7UD,inactive,25 - 34,undergraduate,Male,Somewhat familiar,None,Counterfactual,Driver,35,ai_exp,negative,LinguisticAI
A26NGLGGFTATVN,active,35 - 44,high school,Male,Completely familiar,None,Counterfactual,AI,35,ai_exp,negative,SensoryAI
A2NAKIXS3DVGAA,inactive,25 - 34,undergraduate,Male,Somewhat unfamiliar,Moderate,Counterfactual,AI,-36,ai_exp,negative,LinguisticAI
A5P12YJP805RG,inactive,25 - 34,high school,Male,Completely unfamiliar,A little,Counterfactual,AI,-100,ai_exp,negative,LinguisticAI
AG36U7IOG2LAP,active,35 - 44,high school,Male,Somewhat familiar,A little,Counterfactual,AI,-56,ai_exp,negative,LinguisticAI
A1MJVTR0PCKBWW,inactive,25 - 34,undergraduate,Female,Somewhat familiar,Moderate,Counterfactual,AI,2,ai_exp,negative,SensoryAI
A2JDYN6QM8M5UN,active,25 - 34,high school,Male,Somewhat familiar,None,Counterfactual,AI,-69,ai_exp,negative,SensoryAI
APGX2WZ59OWDN,inactive,25 - 34,undergraduate,Female,Somewhat familiar,None,Counterfactual,AI,-88,ai_exp,negative,SensoryAI
A2RRK8SV0VBLTJ,active,18 - 24,high school,Male,Somewhat familiar,None,Counterfactual,AI,-100,ai_exp,negative,LinguisticAI
A16335MOISDG1F,active,35 - 44,high school,Male,Somewhat unfamiliar,None,Counterfactual,AI,-34,ai_exp,negative,SensoryAI
AXMPSUNKUBEIL,inactive,35 - 44,high school,Male,Somewhat familiar,A little,Counterfactual,AI,-65,ai_exp,negative,LinguisticAI
AIEKCWYZTS41V,inactive,35 - 44,high school,Male,Somewhat familiar,A little,Counterfactual,AI,-100,ai_exp,negative,LinguisticAI
ACKG8OU1KHKO2,active,25 - 34,undergraduate,Male,Somewhat familiar,Significant,Counterfactual,AI,-68,ai_exp,negative,LinguisticAI
A18T3WK7J16C1B,active,25 - 34,high school,Female,Neither familiar  nor unfamiliar,None,Counterfactual,AI,-51,ai_exp,negative,SensoryAI
A3J2UG22S8BIW4,active,35 - 44,graduate,Male,Somewhat familiar,A little,Counterfactual,AI,-57,ai_exp,negative,LinguisticAI
A1FVXS8IM5QYO8,active,Over 55,high school,Female,Somewhat familiar,A little,Counterfactual,AI,56,ai_exp,negative,SensoryAI
A3TP7NJZHR6WZ1,inactive,25 - 34,high school,Male,Somewhat familiar,None,Counterfactual,AI,1,ai_exp,negative,LinguisticAI
A1GKD3NG1NNHRP,inactive,Over 55,undergraduate,Female,Somewhat unfamiliar,None,Counterfactual,AI,5,ai_exp,negative,SensoryAI
A2ONILC0LZKG6Y,inactive,45 - 54,undergraduate,Female,Somewhat familiar,A little,Counterfactual,AI,-100,ai_exp,negative,SensoryAI
A3FJCLBK3HF4PD,inactive,25 - 34,graduate,Male,Somewhat familiar,Moderate,Counterfactual,AI,85,ai_exp,negative,SensoryAI
ASQJ4Z3WF3ZFP,active,45 - 54,high school,Female,Somewhat familiar,A little,Counterfactual,AI,-100,ai_exp,negative,SensoryAI
A1K8QNLYYYX21W,inactive,25 - 34,undergraduate,Male,Somewhat familiar,Moderate,Counterfactual,AI,-57,ai_exp,negative,LinguisticAI
A10HW8JXM17XLD,active,35 - 44,undergraduate,Female,Somewhat familiar,A little,Counterfactual,AI,34,ai_exp,negative,LinguisticAI
A2CK0OXMPOR9LE,inactive,25 - 34,undergraduate,Male,Neither familiar  nor unfamiliar,None,Counterfactual,AI,34,ai_exp,negative,LinguisticAI
A1AAP4BW3TDT67,active,45 - 54,undergraduate,Male,Neither familiar  nor unfamiliar,A little,Counterfactual,AI,-74,ai_exp,negative,SensoryAI
AIWSB4YTN32GF,inactive,25 - 34,high school,Male,Somewhat familiar,A little,Counterfactual,AI,100,ai_exp,negative,SensoryAI
A1P47Q6LZPLQ6P,inactive,25 - 34,undergraduate,Male,Somewhat familiar,Moderate,Counterfactual,AI,34,ai_exp,negative,LinguisticAI
AU849EHZNGV2Z,active,35 - 44,undergraduate,Male,Somewhat familiar,A little,Counterfactual,AI,-4,ai_exp,negative,LinguisticAI
A3T1KRG2ENHASZ,active,25 - 34,undergraduate,Female,Somewhat familiar,Significant,Counterfactual,AI,-100,ai_exp,negative,LinguisticAI
A1YZ0ETOCJO1B2,active,35 - 44,undergraduate,Male,Somewhat familiar,A little,Counterfactual,AI,-80,ai_exp,negative,SensoryAI
A3VEF4M5FIN7KH,inactive,35 - 44,high school,Male,Completely familiar,A little,Counterfactual,AI,100,ai_exp,negative,LinguisticAI
A2EI075XZT9Y2S,inactive,35 - 44,high school,Male,Somewhat unfamiliar,None,Counterfactual,AI,-100,ai_exp,negative,SensoryAI
A27W025UEXS1G0,inactive,35 - 44,high school,Male,Completely familiar,A little,Counterfactual,AI,-91,ai_exp,negative,SensoryAI
AAQREZOK13OV7,active,25 - 34,undergraduate,Male,Completely familiar,Moderate,Counterfactual,AI,-92,ai_exp,negative,LinguisticAI
A2WDF40FA670T9,active,Over 55,undergraduate,Male,Somewhat familiar,Moderate,Counterfactual,AI,-69,ai_exp,negative,SensoryAI
AV5FCKI1TTSKR,inactive,45 - 54,undergraduate,Male,Completely familiar,Extensive,Counterfactual,AI,-100,ai_exp,negative,LinguisticAI
A2FHJCRBRP7VH4,active,25 - 34,high school,Female,Completely familiar,None,Counterfactual,AI,-53,ai_exp,negative,SensoryAI
A6JKKANO7F4KD,inactive,Over 55,undergraduate,Male,Somewhat unfamiliar,A little,Counterfactual,AI,19,ai_exp,negative,LinguisticAI
A38I0E8UK53ME5,inactive,35 - 44,undergraduate,Female,Somewhat unfamiliar,None,Counterfactual,AI,-100,ai_exp,negative,SensoryAI
A3FNC8ELMK8YJA,inactive,Over 55,graduate,Female,Somewhat familiar,None,Counterfactual,AI,-87,ai_exp,negative,LinguisticAI
A1P6OXEJ86HQRM,active,35 - 44,undergraduate,Male,Somewhat unfamiliar,None,Counterfactual,AI,-44,ai_exp,negative,SensoryAI
AMPR904VJJFZY,active,25 - 34,graduate,Female,Neither familiar  nor unfamiliar,None,Counterfactual,AI,34,ai_exp,negative,LinguisticAI
A2B153AHPWHLH1,inactive,Over 55,undergraduate,Male,Somewhat familiar,None,Counterfactual,AI,-100,ai_exp,negative,SensoryAI
A1PTX4IB9R34LI,active,35 - 44,undergraduate,Male,Somewhat familiar,None,Counterfactual,AI,-66,ai_exp,negative,LinguisticAI
A204Q4T20BP8V,active,35 - 44,undergraduate,Male,Somewhat familiar,A little,Counterfactual,AI,-69,ai_exp,negative,SensoryAI
A2M183CETUMR96,inactive,35 - 44,primary school,Male,Neither familiar  nor unfamiliar,None,Counterfactual,AI,-100,ai_exp,negative,SensoryAI
A3AJJHOAV7WIUQ,inactive,45 - 54,undergraduate,Female,Completely familiar,A little,Counterfactual,AI,-70,ai_exp,negative,LinguisticAI
A3RYI5HXC2MJLN,inactive,35 - 44,high school,Male,Somewhat familiar,A little,Counterfactual,AI,-71,ai_exp,negative,LinguisticAI
A2ELXYKRPPGRPB,active,35 - 44,undergraduate,Female,Somewhat familiar,Moderate,Counterfactual,AI,-66,ai_exp,negative,SensoryAI
A1OZPLHNIU1519,inactive,Over 55,high school,Male,Somewhat familiar,A little,Counterfactual,AI,-100,ai_exp,negative,LinguisticAI
A163XFZG5BI0XU,active,35 - 44,undergraduate,Male,Somewhat familiar,Moderate,Counterfactual,AI,-30,ai_exp,negative,LinguisticAI
A2WJMGV0HKQG3Z,inactive,Over 55,high school,Female,Somewhat familiar,A little,Counterfactual,AI,74,ai_exp,negative,SensoryAI
A2KW87ZD2ELYNG,active,35 - 44,high school,Male,Somewhat familiar,Moderate,Counterfactual,AI,-1,ai_exp,negative,LinguisticAI
A1S1K7134S2VUC,inactive,45 - 54,graduate,Male,Somewhat familiar,Moderate,Counterfactual,AI,-70,ai_exp,negative,SensoryAI
A2NI22SB1OFE1S,active,25 - 34,undergraduate,Female,Somewhat unfamiliar,None,Counterfactual,AI,-100,ai_exp,negative,SensoryAI
A11F3MA5FWH6SJ,inactive,35 - 44,high school,Male,Somewhat familiar,None,Counterfactual,AI,0,ai_exp,negative,SensoryAI
A3I40B0FATY8VH,active,25 - 34,high school,Male,Somewhat unfamiliar,None,Counterfactual,AI,61,ai_exp,negative,SensoryAI
A1A0F0BAX3CDTF,active,25 - 34,undergraduate,Female,Somewhat familiar,Moderate,Counterfactual,AI,46,ai_exp,negative,LinguisticAI
A31USOVE4ZIOCE,inactive,18 - 24,high school,Male,Somewhat familiar,A little,Counterfactual,AI,32,ai_exp,negative,SensoryAI
A272X64FOZFYLB,active,25 - 34,undergraduate,Male,Somewhat familiar,A little,Counterfactual,AI,-100,ai_exp,negative,SensoryAI
